GeneID	Symbol	Description	log2(fold change)	-log10(Pvalue)
645455	CEP170P1	centrosomal protein 170 pseudogene 1	-1.925	1.689
9871	SEC24D	SEC24 homolog D, COPII coat complex component	-1.489	8.529
79625	NDNF	neuron derived neurotrophic factor	2.368	4.684
79931	TNIP3	TNFAIP3 interacting protein 3	-4.914	8.015
308	ANXA5	annexin A5	-1.756	7.079
7222	TRPC3	transient receptor potential cation channel subfamily C member 3	-4.499	2.559
27152	INTU	inturned planar cell polarity protein	1.039	1.363
22824	HSPA4L	heat shock protein family A (Hsp70) member 4 like	2.614	3.142
256471	MFSD8	major facilitator superfamily domain containing 8	0.772	1.417
10424	PGRMC2	progesterone receptor membrane component 2	1.474	9.958
79960	JADE1	jade family PHD finger 1	0.806	1.744
132320	SCLT1	sodium channel and clathrin linker 1	-0.766	1.399
54510	PCDH18	protocadherin 18	-1.342	1.703
101927414	LOC101927414	uncharacterized LOC101927414	-6.043	3.793
641364	SLC7A11-AS1	SLC7A11 antisense RNA 1	-7.405	2.872
23657	SLC7A11	solute carrier family 7 member 11	-3.698	2.031
25819	NOCT	nocturnin	-2.234	4.077
105377449	LOC105377449		2.215	2.177
55534	MAML3	mastermind like transcriptional coactivator 3	1.311	1.591
23158	TBC1D9	TBC1 domain family member 9	-2.15	8.263
2549	GAB1	GRB2 associated binding protein 1	1.178	2.504
8467	SMARCA5	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5	-0.613	2.106
4086	SMAD1	SMAD family member 1	0.691	1.668
166785	MMAA	metabolism of cobalamin associated A	0.841	1.576
79658	ARHGAP10	Rho GTPase activating protein 10	0.952	1.761
987	LRBA	LPS responsive beige-like anchor protein	1.885	4.738
152503	SH3D19	SH3 domain containing 19	1.426	1.865
105377485	LOC105377485	uncharacterized LOC105377485	3.121	3.106
729830	FHIP1A	FHF complex subunit HOOK interacting protein 1A	3.39	3.9
55294	FBXW7	F-box and WD repeat domain containing 7	2.637	9.02
102191832	FBXW7-AS1	FBXW7 antisense RNA 1	3.11	4.493
201799	TMEM154	transmembrane protein 154	2.462	2.961
85462	FHDC1	FH2 domain containing 1	2.671	3.582
100419170	LOC100419170	toll like receptor 2 pseudogene	-6.401	7.018
7097	TLR2	toll like receptor 2	-4.566	7.873
285533	RNF175	ring finger protein 175	-2.622	1.956
105377499	LOC105377499	uncharacterized LOC105377499	-4.818	2.506
79884	MAP9	microtubule associated protein 9	-2.316	12.199
2983	GUCY1B1	guanylate cyclase 1 soluble subunit beta 1	-2.469	2.816
6999	TDO2	tryptophan 2,3-dioxygenase	-8.96	7.643
51313	GASK1B	golgi associated kinase 1B	-2.684	11.399
285505	GASK1B-AS1	GASK1B antisense RNA 1	-2.089	6.316
201725	C4orf46	chromosome 4 open reading frame 46	-1.09	3.753
55016	MARCHF1	membrane associated ring-CH-type finger 1	-1.743	3.922
11275	KLHL2	kelch like family member 2	-1.978	3.611
105377524	LOC105377524	uncharacterized LOC105377524	-3.047	1.474
91351	DDX60L	DExD/H-box 60 like	-2.372	4.23
102723331	LOC102723331	uncharacterized LOC102723331	-3.731	1.477
1182	CLCN3	chloride voltage-gated channel 3	1.17	7.428
9848	MFAP3L	microfibril associated protein 3 like	3.704	11.767
51809	GALNT7	polypeptide N-acetylgalactosaminyltransferase 7	-2.323	9.118
8819	SAP30	Sin3A associated protein 30	-1.274	1.518
80817	CEP44	centrosomal protein 44	0.922	1.542
3248	HPGD	15-hydroxyprostaglandin dehydrogenase	1.894	1.764
116966	WDR17	WD repeat domain 17	-2.023	1.75
60559	SPCS3	signal peptidase complex subunit 3	-0.611	1.968
7424	VEGFC	vascular endothelial growth factor C	-1.424	2.73
175	AGA	aspartylglucosaminidase	1.006	1.833
55714	TENM3	teneurin transmembrane protein 3	-3.606	5.282
90768	TENM3-AS1	TENM3 antisense RNA 1	-4.911	3.731
80014	WWC2	WW and C2 domain containing 2	-0.807	1.424
55602	CDKN2AIP	CDKN2A interacting protein	0.808	1.805
56977	STOX2	storkhead box 2	1.917	2.575
102723766	LINC02362	long intergenic non-protein coding RNA 2362	-6.049	2.131
3660	IRF2	interferon regulatory factor 2	-1.049	3.915
836	CASP3	caspase 3	-0.928	2.347
105377587	LOC105377587	uncharacterized LOC105377587	-8.306	4.498
731424	MIR3945HG	MIR3945 host gene	-7.708	7.518
107986333	LINC02437	long intergenic non-protein coding RNA 2437	3.455	1.552
285440	CYP4V2	cytochrome P450 family 4 subfamily V member 2	-0.855	1.478
3818	KLKB1	kallikrein B1	-3.497	3.067
401164	LINC01060	long intergenic non-protein coding RNA 1060	-6.558	3.908
11336	EXOC3	exocyst complex component 3	0.669	1.886
6550	SLC9A3	solute carrier family 9 member A3	1.662	3.085
25845	PP7080	uncharacterized LOC25845	1.481	5.58
100288152	SLC9A3-AS1	SLC9A3 antisense RNA 1	2.228	4.838
11076	TPPP	tubulin polymerization promoting protein	4.372	9.8
653082	ZDHHC11B	zinc finger DHHC-type containing 11B	4.211	14.594
79844	ZDHHC11	zinc finger DHHC-type containing 11	2.475	3.55
9319	TRIP13	thyroid hormone receptor interactor 13	-2.067	3.081
85409	NKD2	NKD inhibitor of WNT signaling pathway 2	2.668	2.384
79888	LPCAT1	lysophosphatidylcholine acyltransferase 1	-2.232	12.102
105374616	LOC105374616		2.559	2.136
153572	IRX2	iroquois homeobox 2	2.153	2.288
170690	ADAMTS16	ADAM metallopeptidase with thrombospondin type 1 motif 16	-4.081	1.41
255167	LINC01018	long intergenic non-protein coding RNA 1018	3.866	2.768
6715	SRD5A1	steroid 5 alpha-reductase 1	1.601	2.163
108	ADCY2	adenylate cyclase 2	3.809	2.384
22948	CCT5	chaperonin containing TCP1 subunit 5	-1.019	2.436
83853	ROPN1L	rhophilin associated tail protein 1 like	-3.372	1.974
651746	ANKRD33B	ankyrin repeat domain 33B	3.408	3.761
1611	DAP	death associated protein	-0.717	2.324
54491	OTULINL	OTU deubiquitinase with linear linkage specificity like	-0.973	1.411
90268	OTULIN	OTU deubiquitinase with linear linkage specificity	0.785	2.863
56172	ANKH	ANKH inorganic pyrophosphate transport regulator	1.191	6.069
100130744	LOC100130744	uncharacterized LOC100130744	1.242	8.619
10409	BASP1	brain abundant membrane attached signal protein 1	-2.702	10.39
1010	CDH12	cadherin 12	4.257	9.947
23037	PDZD2	PDZ domain containing 2	3.311	2.916
64083	GOLPH3	golgi phosphoprotein 3	-0.538	1.894
54545	MTMR12	myotubularin related protein 12	0.861	4.203
10923	SUB1	SUB1 regulator of transcription	-0.717	2.115
4883	NPR3	natriuretic peptide receptor 3	3.183	1.425
6897	TARS1	threonyl-tRNA synthetase 1	-1.045	3.839
81792	ADAMTS12	ADAM metallopeptidase with thrombospondin type 1 motif 12	-3.082	3.594
646652	LOC646652	integral membrane glycoprotein-like pseudogene	-1.252	1.31
153657	TTC23L	tetratricopeptide repeat domain 23 like	2.326	1.519
134218	DNAJC21	DnaJ heat shock protein family (Hsp40) member C21	0.356	1.388
3575	IL7R	interleukin 7 receptor	-4.171	5.563
167127	UGT3A2	UDP glycosyltransferase family 3 member A2	4.946	2.603
6507	SLC1A3	solute carrier family 1 member 3	-1.984	4.627
107986413	LOC107986413		-2.642	2.185
9180	OSMR	oncostatin M receptor	-1.647	13.487
2533	FYB1	FYN binding protein 1	-3.89	8.83
1601	DAB2	DAB adaptor protein 2	-2.292	5.537
5734	PTGER4	prostaglandin E receptor 4	-1.352	1.665
6167	RPL37	ribosomal protein L37	0.777	1.388
84674	CARD6	caspase recruitment domain family member 6	-2.646	13.058
729	C6	complement C6	-3.45	1.781
5019	OXCT1	3-oxoacid CoA-transferase 1	1.116	3.847
102723752	LOC102723752	uncharacterized LOC102723752	3.177	2.048
643977	FLJ32255	uncharacterized LOC643977	-1.783	1.634
648987	ANXA2R-OT1	ANXA2R overlapping transcript	-1.371	3.127
153684	ANXA2R-AS1	ANXA2R antisense RNA 1	-1.474	1.317
3157	HMGCS1	3-hydroxy-3-methylglutaryl-CoA synthase 1	1.048	1.673
2255	FGF10	fibroblast growth factor 10	-4.552	3.78
100506674	MRPS30-DT	MRPS30 divergent transcript	1.998	1.425
133418	EMB	embigin	1.233	2.727
10468	FST	follistatin	-1.499	1.537
493869	GPX8	glutathione peroxidase 8 (putative)	-1.931	2.871
153129	SLC38A9	solute carrier family 38 member 9	-1.04	1.327
133396	IL31RA	interleukin 31 receptor A	3.191	1.437
3572	IL6ST	interleukin 6 cytokine family signal transducer	-0.624	1.763
4214	MAP3K1	mitogen-activated protein kinase kinase kinase 1	1.272	1.683
202309	GAPT	GRB2 binding adaptor protein, transmembrane	-3.285	4.826
5144	PDE4D	phosphodiesterase 4D	-1.639	2.362
79993	ELOVL7	ELOVL fatty acid elongase 7	3.496	3.55
57688	ZSWIM6	zinc finger SWIM-type containing 6	-1.304	3.377
100130733	LRRC70	leucine rich repeat containing 70	-1.6	1.823
285671	RNF180	ring finger protein 180	1.648	2.615
285672	SREK1IP1	SREK1 interacting protein 1	0.634	1.357
64105	CENPK	centromere protein K	-1.712	3.052
54557	SGTB	small glutamine rich tetratricopeptide repeat co-chaperone beta	-1.536	2.393
375449	MAST4	microtubule associated serine/threonine kinase family member 4	1.536	5.933
4064	CD180	CD180 molecule	-5.38	27.123
891	CCNB1	cyclin B1	-2.096	2.266
102157402	AK6	adenylate kinase 6	-0.567	1.661
100506658	OCLN	occludin	2.817	1.838
728340	GTF2H2C	GTF2H2 family member C	-1.072	1.592
112267939	LOC112267939		-2.879	4.238
112267940	LOC112267940		-2.804	3.783
653238	GTF2H2B	general transcription factor IIH subunit 2B (pseudogene)	-0.667	2.376
441081	LOC441081	POM121 membrane glycoprotein (rat) pseudogene	-3.817	7.528
101929599	LOC101929599	putative POM121-like protein 1-like pseudogene	-3.567	7.909
4671	NAIP	NLR family apoptosis inhibitory protein	-2.303	2.586
112267942	LOC112267942	uncharacterized LOC112267942	-1.636	1.356
2966	GTF2H2	general transcription factor IIH subunit 2	-1.099	3.533
647859	OCLNP1	OCLN pseudogene 1	2.638	1.425
3842	TNPO1	transportin 1	-0.66	1.702
105379031	LOC105379031	uncharacterized LOC105379031	4.264	4.496
64283	ARHGEF28	Rho guanine nucleotide exchange factor 28	2.491	1.386
8507	ENC1	ectodermal-neural cortex 1	-1.856	5.449
3074	HEXB	hexosaminidase subunit beta	-1.176	5.972
3156	HMGCR	3-hydroxy-3-methylglutaryl-CoA reductase	1.565	3.806
10788	IQGAP2	IQ motif containing GTPase activating protein 2	-2.368	3.073
2149	F2R	coagulation factor II thrombin receptor	2.073	3.913
2150	F2RL1	F2R like trypsin receptor 1	3.428	5.132
170591	S100Z	S100 calcium binding protein Z	-6.235	4.254
10184	LHFPL2	LHFPL tetraspan subfamily member 2	-2.755	12.118
411	ARSB	arylsulfatase B	-2.16	27.603
133746	JMY	junction mediating and regulatory protein, p53 cofactor	1.809	3.86
202333	CMYA5	cardiomyopathy associated 5	3.825	7.737
7060	THBS4	thrombospondin 4	4.415	4.191
256987	SERINC5	serine incorporator 5	1.048	2.882
644936	LOC644936	actin beta pseudogene	-1.553	4.843
340120	ANKRD34B	ankyrin repeat domain 34B	-6.425	2.379
153339	TMEM167A	transmembrane protein 167A	-0.703	1.717
1462	VCAN	versican	-3.195	5.904
109729137	MEF2C-AS2	MEF2C antisense RNA 2	-1.827	1.798
4208	MEF2C	myocyte enhancer factor 2C	-1.487	6.908
107986432	LOC107986432	uncharacterized LOC107986432	-3.288	1.544
107986433	LOC107986433	uncharacterized LOC107986433	-7.201	1.762
100505994	LUCAT1	lung cancer associated transcript 1	-5.438	3.256
83989	FAM172A	family with sequence similarity 172 member A	0.478	1.414
79772	MCTP1	multiple C2 and transmembrane domain containing 1	-1.471	6.353
9652	SKIC3	SKI3 subunit of superkiller complex	0.691	1.317
2745	GLRX	glutaredoxin	-1.306	1.345
102724720	LOC102724720	uncharacterized LOC102724720	2.351	1.701
5122	PCSK1	proprotein convertase subtilisin/kexin type 1	-5.136	17.156
831	CAST	calpastatin	0.943	5.384
4012	LNPEP	leucyl and cystinyl aminopeptidase	0.703	1.707
285704	RGMB	repulsive guidance molecule BMP co-receptor b	2.036	6.588
100652833	LOC100652833	putative POM121-like protein 1-like	-4.796	3.668
345757	FAM174A	family with sequence similarity 174 member A	1.299	3.216
7903	ST8SIA4	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4	-3.96	9.819
107986437	LOC107986437	uncharacterized LOC107986437	-2.158	1.869
83594	NUDT12	nudix hydrolase 12	0.918	1.966
2241	FER	FER tyrosine kinase	0.587	1.522
814	CAMK4	calcium/calmodulin dependent protein kinase IV	-1.478	5.693
134429	STARD4	StAR related lipid transfer domain containing 4	-1.382	4.207
7905	REEP5	receptor accessory protein 5	0.481	2.421
167227	DCP2	decapping mRNA 2	-0.752	1.514
4163	MCC	MCC regulator of WNT signaling pathway	1.149	2.007
153733	CCDC112	coiled-coil domain containing 112	0.504	1.335
100302736	TMED7-TICAM2	TMED7-TICAM2 readthrough	-1.288	3.377
353376	TICAM2	TIR domain containing adaptor molecule 2	-1.934	7.418
51014	TMED7	transmembrane p24 trafficking protein 7	-0.576	2.035
51397	COMMD10	COMM domain containing 10	-0.791	1.883
6643	SNX2	sorting nexin 2	-0.807	1.389
105379154	LOC105379154	uncharacterized LOC105379154	2.591	1.376
65983	GRAMD2B	GRAM domain containing 2B	1.828	14.263
4001	LMNB1	lamin B1	-2.167	4.363
728586	CCDC192	coiled-coil domain containing 192	1.51	1.505
2201	FBN2	fibrillin 2	-3.347	3.346
28965	SLC27A6	solute carrier family 27 member 6	2.768	1.378
337876	CHSY3	chondroitin sulfate synthase 3	-2.665	5.951
90624	LYRM7	LYR motif containing 7	0.688	4.373
6583	SLC22A4	solute carrier family 22 member 4	-3.912	8.064
102723741	LINC02863	long intergenic non-protein coding RNA 2863	-5.871	3.168
3659	IRF1	interferon regulatory factor 1	-1.204	1.492
23176	SEPTIN8	septin 8	1.039	1.772
134549	SHROOM1	shroom family member 1	-1.562	1.484
105379178	LOC105379178	uncharacterized LOC105379178	8.323	7.635
105379181	CTB-49A3.2	uncharacterized CTB-49A3.2	5.395	3.745
10802	SEC24A	SEC24 homolog A, COPII coat complex component	-0.749	1.406
9547	CXCL14	C-X-C motif chemokine ligand 14	3.358	2.018
153328	SLC25A48	solute carrier family 25 member 48	2.858	2.815
9597	SMAD5-AS1	SMAD5 antisense RNA 1	4.412	4.447
4090	SMAD5	SMAD family member 5	1.182	3.092
10112	KIF20A	kinesin family member 20A	-2.01	2.785
51237	MZB1	marginal zone B and B1 cell specific protein	-6.76	3.989
340061	STING1	stimulator of interferon response cGAMP interactor 1	-1.599	5.137
9542	NRG2	neuregulin 2	2.483	4.543
84418	CYSTM1	cysteine rich transmembrane module containing 1	-1.941	2.809
1839	HBEGF	heparin binding EGF like growth factor	-2.203	1.448
10011	SRA1	steroid receptor RNA activator 1	-1.208	2.813
112267855	LOC112267855	uncharacterized LOC112267855	-5.12	4.296
929	CD14	CD14 molecule	-4.705	11.17
89848	FCHSD1	FCH and double SH3 domains 1	0.836	3.742
64411	ARAP3	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3	-1.727	5.378
51294	PCDH12	protocadherin 12	-2.028	3.327
10007	GNPDA1	glucosamine-6-phosphate deaminase 1	-1.162	2.445
81848	SPRY4	sprouty RTK signaling antagonist 4	-2.792	5.469
23092	ARHGAP26	Rho GTPase activating protein 26	-1.818	2.148
107986458	LOC107986458	uncharacterized LOC107986458	2.944	2.589
153769	SH3RF2	SH3 domain containing ring finger 2	4.306	6.947
153770	PLAC8L1	PLAC8 like 1	1.91	1.74
5521	PPP2R2B	protein phosphatase 2 regulatory subunit Bbeta	2.873	4.814
389336	C5orf46	chromosome 5 open reading frame 46	4.596	3.674
117156	SCGB3A2	secretoglobin family 3A member 2	6.333	4.219
11005	SPINK5	serine peptidase inhibitor Kazal type 5	6.454	9.5
404203	SPINK6	serine peptidase inhibitor Kazal type 6	-9.203	1.74
84651	SPINK7	serine peptidase inhibitor Kazal type 7	5.43	3.813
154	ADRB2	adrenoceptor beta 2	2.027	4.676
1452	CSNK1A1	casein kinase 1 alpha 1	0.746	2.826
389337	ARHGEF37	Rho guanine nucleotide exchange factor 37	4.202	4.021
1436	CSF1R	colony stimulating factor 1 receptor	-2.807	3.347
972	CD74	CD74 molecule	-1.179	3.251
6208	RPS14	ribosomal protein S14	0.833	1.607
85027	SMIM3	small integral membrane protein 3	-3.214	13.674
309	ANXA6	annexin A6	-2.38	12.677
107986463	LOC107986463	uncharacterized LOC107986463	-3.675	2.165
26112	CCDC69	coiled-coil domain containing 69	-2.061	4.634
105378230	LOC105378230	uncharacterized LOC105378230	-2.09	1.373
2760	GM2A	ganglioside GM2 activator	1.068	2.529
206358	SLC36A1	solute carrier family 36 member 1	-1.791	2.743
2196	FAT2	FAT atypical cadherin 2	3.446	4.009
10827	FAM114A2	family with sequence similarity 114 member A2	-0.598	2.31
4238	MFAP3	microfibril associated protein 3	-0.713	1.956
55568	GALNT10	polypeptide N-acetylgalactosaminyltransferase 10	-1.116	3.645
79685	SAP30L	SAP30 like	0.882	1.952
10826	FAXDC2	fatty acid hydroxylase domain containing 2	1.786	3.522
84868	HAVCR2	hepatitis A virus cellular receptor 2	-3.213	7.513
348938	NIPAL4	NIPA like domain containing 4	3.676	3.599
8728	ADAM19	ADAM metallopeptidase domain 19	-4.061	10.898
105377675	LOC105377675	uncharacterized LOC105377675	-2.717	1.509
9685	CLINT1	clathrin interactor 1	0.493	2.173
79616	CCNJL	cyclin J like	-1.745	2.159
23120	ATP10B	ATPase phospholipid transporting 10B (putative)	4.69	1.857
3161	HMMR	hyaluronan mediated motility receptor	-2.419	2.187
54908	SPDL1	spindle apparatus coiled-coil protein 1	-1.344	3.013
1794	DOCK2	dedicator of cytokinesis 2	-2.92	6.536
100131897	INSYN2B	inhibitory synaptic factor family member 2B	-2.424	1.452
133874	C5orf58	chromosome 5 open reading frame 58	-2.819	3.897
3937	LCP2	lymphocyte cytosolic protein 2	-3.427	9.849
100128059	LOC100128059	uncharacterized LOC100128059	-6.646	2.513
64901	RANBP17	RAN binding protein 17	-2.144	3.021
6793	STK10	serine/threonine kinase 10	-1.167	1.543
285590	SH3PXD2B	SH3 and PX domains 2B	-1.887	6.482
51121	RPL26L1	ribosomal protein L26 like 1	-1.114	3.523
8992	ATP6V0E1	ATPase H+ transporting V0 subunit e1	-1.074	3.769
105377742	LOC105377742	uncharacterized LOC105377742	-6.57	1.551
3274	HRH2	histamine receptor H2	-3.868	13.89
105377743	LOC105377743	uncharacterized LOC105377743	-3.351	1.937
100507387	LOC100507387	replaced by ID 202134	4.693	3.06
1212	CLTB	clathrin light chain B	1.705	5.326
3101	HK3	hexokinase 3	-6.614	16.312
10960	LMAN2	lectin, mannose binding 2	-0.956	1.331
2161	F12	coagulation factor XII	2.492	1.865
2870	GRK6	G protein-coupled receptor kinase 6	-0.835	1.935
9260	PDLIM7	PDZ and LIM domain 7	-2.128	6.904
79930	DOK3	docking protein 3	-4.455	12.006
54540	FAM193B	family with sequence similarity 193 member B	0.548	1.567
54732	TMED9	transmembrane p24 trafficking protein 9	-1.061	4.356
11285	B4GALT7	beta-1,4-galactosyltransferase 7	-0.743	1.405
285596	FAM153A	family with sequence similarity 153 member A	2.882	1.539
23138	N4BP3	NEDD4 binding protein 3	2.251	1.447
64777	RMND5B	required for meiotic nuclear division 5 homolog B	0.989	1.473
85007	PHYKPL	5-phosphohydroxy-L-lysine phospho-lyase	-0.73	1.528
821	CANX	calnexin	-0.878	2.693
8878	SQSTM1	sequestosome 1	-1.088	2.576
55819	RNF130	ring finger protein 130	-2.126	4.101
9945	GFPT2	glutamine-fructose-6-phosphate transaminase 2	-3.694	13.566
4245	MGAT1	alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase	-1.555	2.572
643836	ZFP62	ZFP62 zinc finger protein	0.799	1.58
81786	TRIM7	tripartite motif containing 7	2.885	6.137
107986496	TRIM7-AS1	TRIM7 antisense RNA 1	2.426	1.885
100132062	LOC100132062	uncharacterized LOC100132062	-1.454	1.961
105374879	LOC105374879	uncharacterized LOC105374879	3.652	1.768
107986554	LOC107986554		4.191	3.903
94234	FOXQ1	forkhead box Q1	3.282	2.288
1992	SERPINB1	serpin family B member 1	-2.474	7.688
101927730	SERPINB9-AS1	SERPINB9 antisense RNA 1	-3.048	1.607
5272	SERPINB9	serpin family B member 9	-3.304	7.972
5269	SERPINB6	serpin family B member 6	-0.895	1.629
401233	HTATSF1P2	HIV-1 Tat specific factor 1 pseudogene 2	-1.257	1.663
670	BPHL	biphenyl hydrolase like	1.037	1.732
7280	TUBB2A	tubulin beta 2A class IIa	1.165	1.358
63027	SLC22A23	solute carrier family 22 member 23	1.557	12.455
10799	RPP40	ribonuclease P/MRP subunit p40	-0.785	1.335
2162	F13A1	coagulation factor XIII A chain	-2.665	2.016
9450	LY86	lymphocyte antigen 86	-3.477	6.319
6745	SSR1	signal sequence receptor subunit 1	-0.705	7.194
101928076	DSP-AS1	DSP antisense RNA 1	3.167	2.754
1832	DSP	desmoplakin	4.829	4.172
654	BMP6	bone morphogenetic protein 6	-1.646	2.161
100526836	BLOC1S5-TXNDC5	BLOC1S5-TXNDC5 readthrough (NMD candidate)	-1.698	5.028
81567	TXNDC5	thioredoxin domain containing 5	-1.703	4.85
105374920	LOC105374920	uncharacterized LOC105374920	5.219	2.126
7020	TFAP2A	transcription factor AP-2 alpha	3.652	1.744
109729173	TFAP2A-AS2	TFAP2A antisense RNA 2	3.374	1.951
100130275	TFAP2A-AS1	TFAP2A antisense RNA 1	2.659	1.369
54898	ELOVL2	ELOVL fatty acid elongase 2	-3.098	10.645
100113407	TMEM170B	transmembrane protein 170B	-1.843	1.797
84830	ADTRP	androgen dependent TFPI regulating protein	2.326	1.323
221692	PHACTR1	phosphatase and actin regulator 1	-1.795	1.966
63933	MCUR1	mitochondrial calcium uniporter regulator 1	1.773	15.052
107986571	LOC107986571	uncharacterized LOC107986571	1.956	1.388
9308	CD83	CD83 molecule	-2.849	1.422
105374942	LOC105374942	uncharacterized LOC105374942	-3.97	1.685
84062	DTNBP1	dystrobrevin binding protein 1	-0.752	2.305
51439	FAM8A1	family with sequence similarity 8 member A1	0.87	4.082
105374952	NUP153-AS1	NUP153 antisense RNA 1	-1.399	2.408
1871	E2F3	E2F transcription factor 3	-1.935	7.041
401237	CASC15	cancer susceptibility 15	-2.726	1.561
57380	MRS2	magnesium transporter MRS2	0.503	2.143
2822	GPLD1	glycosylphosphatidylinositol specific phospholipase D1	3.027	4.94
7915	ALDH5A1	aldehyde dehydrogenase 5 family member A1	2.284	1.305
81688	C6orf62	chromosome 6 open reading frame 62	-0.791	5.552
9750	RIPOR2	RHO family interacting cell polarization regulator 2	-3.632	6.953
55604	CARMIL1	capping protein regulator and myosin 1 linker 1	0.828	1.739
10475	TRIM38	tripartite motif containing 38	-1.192	9.706
3006	H1-2	H1.2 linker histone, cluster member	-2.942	2.682
3077	HFE	homeostatic iron regulator	-1.832	3.314
11120	BTN2A1	butyrophilin subfamily 2 member A1	-0.786	4.879
10473	HMGN4	high mobility group nucleosomal binding domain 4	-0.415	1.306
102724851	LOC102724851	uncharacterized LOC102724851	1.939	1.311
85236	H2BC12	H2B clustered histone 12	-1.719	1.899
10279	PRSS16	serine protease 16	3.208	3.298
100131289	LOC100131289	uncharacterized LOC100131289	-2.706	1.333
80345	ZSCAN16	zinc finger and SCAN domain containing 16	1.339	2.396
5987	TRIM27	tripartite motif containing 27	-1.039	7.123
6992	PPP1R11	protein phosphatase 1 regulatory inhibitor subunit 11	-0.467	1.525
80352	RNF39	ring finger protein 39	3.312	4.044
170954	PPP1R18	protein phosphatase 1 regulatory subunit 18	-2.005	13.808
203068	TUBB	tubulin beta class I	-0.919	1.841
10211	FLOT1	flotillin 1	-2.227	10.727
105379695	IER3-AS1	IER3 antisense RNA 1	-2.218	1.824
8870	IER3	immediate early response 3	-2.547	1.859
780	DDR1	discoidin domain receptor tyrosine kinase 1	2.394	2.639
285834	HCG22	HLA complex group 22 (gene/pseudogene)	-4.323	1.447
1041	CDSN	corneodesmosin	5.631	4.133
170680	PSORS1C2	psoriasis susceptibility 1 candidate 2	5.338	4.378
3106	HLA-B	major histocompatibility complex, class I, B	-0.661	1.99
10866	HCP5	HLA complex P5	1.115	2.166
4277	MICB	MHC class I polypeptide-related sequence B	-3.487	7.197
4050	LTB	lymphotoxin beta	-2.897	7.308
7940	LST1	leukocyte specific transcript 1	-2.09	3.476
259197	NCR3	natural cytotoxicity triggering receptor 3	-1.423	1.495
199	AIF1	allograft inflammatory factor 1	-4.035	6.681
7920	ABHD16A	abhydrolase domain containing 16A, phospholipase	-0.649	1.7
80740	LY6G6C	lymphocyte antigen 6 family member G6C	7.354	12.752
80739	MPIG6B	megakaryocyte and platelet inhibitory receptor G6b	3.037	10.265
80737	VWA7	von Willebrand factor A domain containing 7	1.876	11.097
104413891	SAPCD1-AS1	SAPCD1 antisense RNA 1	1.88	2.767
4758	NEU1	neuraminidase 1	-1.16	3.13
717	C2	complement C2	-2.966	4.783
629	CFB	complement factor B	-3.317	3.96
8859	STK19	serine/threonine kinase 19	0.517	1.55
720	C4A	complement C4A (Rodgers blood group)	-2.212	3.423
1590	CYP21A1P	cytochrome P450 family 21 subfamily A member 1, pseudogene	2.823	1.996
7146	TNXA	tenascin XA (pseudogene)	3.223	3.291
721	C4B	complement C4B (Chido blood group)	-2.197	2.56
1589	CYP21A2	cytochrome P450 family 21 subfamily A member 2	3.028	2.119
7148	TNXB	tenascin XB	3.561	4.333
100532746	PPT2-EGFL8	PPT2-EGFL8 readthrough (NMD candidate)	0.693	1.436
10554	AGPAT1	1-acylglycerol-3-phosphate O-acyltransferase 1	-1.23	3.89
177	AGER	advanced glycosylation end-product specific receptor	-1.502	2.185
63940	GPSM3	G protein signaling modulator 3	-3.268	7.977
3122	HLA-DRA	major histocompatibility complex, class II, DR alpha	-1.472	2.161
3127	HLA-DRB5	major histocompatibility complex, class II, DR beta 5	-2.517	3.064
3128	HLA-DRB6	major histocompatibility complex, class II, DR beta 6 (pseudogene)	-1.225	2.945
3123	HLA-DRB1	major histocompatibility complex, class II, DR beta 1	-1.42	3.127
3120	HLA-DQB2	major histocompatibility complex, class II, DQ beta 2	2.468	3.405
6891	TAP2	transporter 2, ATP binding cassette subfamily B member	-0.745	3.477
100507463	PSMB8-AS1	PSMB8 antisense RNA 1 (head to head)	-0.597	2.752
5698	PSMB9	proteasome 20S subunit beta 9	-0.951	1.719
3109	HLA-DMB	major histocompatibility complex, class II, DM beta	-1.645	2.539
3108	HLA-DMA	major histocompatibility complex, class II, DM alpha	-1.531	4.025
3115	HLA-DPB1	major histocompatibility complex, class II, DP beta 1	-1.052	1.865
7923	HSD17B8	hydroxysteroid 17-beta dehydrogenase 8	2.342	1.934
6293	VPS52	VPS52 subunit of GARP complex	0.544	1.785
6222	RPS18	ribosomal protein S18	1.051	1.693
6892	TAPBP	TAP binding protein	-0.702	2.07
9278	ZBTB22	zinc finger and BTB domain containing 22	0.928	1.582
1616	DAXX	death domain associated protein	-0.422	1.7
3710	ITPR3	inositol 1,4,5-trisphosphate receptor type 3	1.569	3.276
6204	RPS10	ribosomal protein S10	0.563	1.399
29993	PACSIN1	protein kinase C and casein kinase substrate in neurons 1	-5.484	2.397
25803	SPDEF	SAM pointed domain containing ETS transcription factor	-6.253	1.663
2178	FANCE	FA complementation group E	1.565	4.586
5603	MAPK13	mitogen-activated protein kinase 13	1.834	6.106
105375036	LOC105375036	uncharacterized LOC105375036	5.529	6.843
